,serial_no,date,delta_t_ms,on-off,active_power_mw,output_voltage_v,output_current_ma,cg_temperature_cel
41231,30,2022-05-14 03:22:35.649,943,0.0,13.0,0.0,0.0,300.0
41233,30,2022-05-14 03:23:35.652,942,0.0,13.0,0.0,0.0,250.0
41235,30,2022-05-14 03:24:35.650,943,0.0,13.0,0.0,0.0,190.0
41237,30,2022-05-14 03:25:35.651,942,0.0,13.0,0.0,0.0,140.0
41239,30,2022-05-14 03:26:35.651,942,0.0,13.0,0.0,0.0,80.0
41241,30,2022-05-14 03:27:35.651,941,0.0,13.0,0.0,0.0,40.0
41243,30,2022-05-14 03:28:35.651,941,0.0,13.0,0.0,0.0,0.0
41245,30,2022-05-14 03:29:35.655,944,0.0,13.0,0.0,0.0,-20.0
41247,30,2022-05-14 03:30:35.651,940,0.0,13.0,0.0,0.0,-50.0
41249,30,2022-05-14 03:31:35.649,942,0.0,13.0,0.0,0.0,-50.0
41251,30,2022-05-14 03:32:35.650,942,0.0,13.0,0.0,0.0,-80.0
41253,30,2022-05-14 03:33:35.650,942,0.0,13.0,0.0,0.0,-100.0
41255,30,2022-05-14 03:34:35.650,941,0.0,13.0,0.0,0.0,-100.0
41257,30,2022-05-14 03:35:35.650,941,0.0,13.0,0.0,0.0,-110.0
41259,30,2022-05-14 03:36:35.650,941,0.0,13.0,0.0,0.0,-130.0
41261,30,2022-05-14 03:37:35.652,941,0.0,13.0,0.0,0.0,-130.0
41263,30,2022-05-14 03:38:35.652,982,0.0,13.0,0.0,0.0,-130.0
41265,30,2022-05-14 03:39:35.650,943,0.0,13.0,0.0,0.0,-150.0
41267,30,2022-05-14 03:40:35.651,941,0.0,13.0,0.0,0.0,-150.0
41269,30,2022-05-14 03:41:35.650,943,0.0,13.0,0.0,0.0,-150.0
41271,30,2022-05-14 03:42:35.649,943,0.0,13.0,0.0,0.0,-150.0
41273,30,2022-05-14 03:43:35.650,941,0.0,13.0,0.0,0.0,-150.0
41275,30,2022-05-14 03:44:35.650,941,0.0,13.0,0.0,0.0,-150.0
41277,30,2022-05-14 03:45:35.655,941,0.0,13.0,0.0,0.0,-150.0
41279,30,2022-05-14 03:46:35.651,942,0.0,13.0,0.0,0.0,-150.0
41281,30,2022-05-14 03:47:35.649,943,0.0,13.0,0.0,0.0,-150.0
41283,30,2022-05-14 03:48:35.650,942,0.0,13.0,0.0,0.0,-170.0
41285,30,2022-05-14 03:49:35.654,941,0.0,13.0,0.0,0.0,-170.0
41287,30,2022-05-14 03:50:35.652,942,0.0,13.0,0.0,0.0,-170.0
41289,30,2022-05-14 03:51:35.650,941,0.0,13.0,0.0,0.0,-170.0
41291,30,2022-05-14 03:52:35.651,941,0.0,13.0,0.0,0.0,-170.0
41293,30,2022-05-14 03:53:35.650,941,0.0,13.0,0.0,0.0,-170.0
41295,30,2022-05-14 03:54:35.650,943,0.0,13.0,0.0,0.0,-170.0
41297,30,2022-05-14 03:55:35.652,942,0.0,13.0,0.0,0.0,-170.0
41299,30,2022-05-14 03:56:35.650,943,0.0,13.0,0.0,0.0,-170.0
41301,30,2022-05-14 03:57:35.650,941,0.0,13.0,0.0,0.0,-170.0
41303,30,2022-05-14 03:58:35.650,942,0.0,13.0,0.0,0.0,-170.0
41305,30,2022-05-14 03:59:35.653,941,0.0,13.0,0.0,0.0,-170.0
41307,30,2022-05-14 04:00:35.651,941,0.0,13.0,0.0,0.0,-170.0
41309,30,2022-05-14 04:01:35.652,942,0.0,13.0,0.0,0.0,-170.0
41311,30,2022-05-14 04:02:35.650,942,0.0,13.0,0.0,0.0,-170.0
41313,30,2022-05-14 04:03:35.650,943,0.0,13.0,0.0,0.0,-170.0
41315,30,2022-05-14 04:04:35.649,941,0.0,13.0,0.0,0.0,-170.0
41317,30,2022-05-14 04:05:35.650,941,0.0,13.0,0.0,0.0,-170.0
41319,30,2022-05-14 04:06:35.654,942,0.0,13.0,0.0,0.0,-170.0
41321,30,2022-05-14 04:07:35.652,942,0.0,13.0,0.0,0.0,-170.0
41323,30,2022-05-14 04:08:35.650,941,0.0,13.0,0.0,0.0,-170.0
41325,30,2022-05-14 04:09:35.651,941,0.0,13.0,0.0,0.0,-170.0
41327,30,2022-05-14 04:10:35.651,941,0.0,13.0,0.0,0.0,-170.0
41329,30,2022-05-14 04:11:35.651,942,0.0,13.0,0.0,0.0,-170.0
41331,30,2022-05-14 04:12:35.650,942,0.0,13.0,0.0,0.0,-170.0
41333,30,2022-05-14 04:13:35.653,941,0.0,13.0,0.0,0.0,-170.0
41335,30,2022-05-14 04:14:35.651,942,0.0,13.0,0.0,0.0,-150.0
41337,30,2022-05-14 04:15:35.650,941,0.0,13.0,0.0,0.0,-150.0
41339,30,2022-05-14 04:16:35.650,942,0.0,13.0,0.0,0.0,-150.0
41341,30,2022-05-14 04:17:35.650,944,0.0,13.0,0.0,0.0,-150.0
41343,30,2022-05-14 04:18:47.650,942,0.0,13.0,0.0,0.0,-130.0
41345,30,2022-05-14 04:19:47.649,943,0.0,13.0,0.0,0.0,-130.0
41347,30,2022-05-14 04:20:47.649,941,0.0,13.0,0.0,0.0,-130.0
41349,30,2022-05-14 04:21:47.652,941,0.0,13.0,0.0,0.0,-130.0
41351,30,2022-05-14 04:22:47.651,943,0.0,13.0,0.0,0.0,-130.0
41353,30,2022-05-14 04:23:55.651,680,1.0,20033.0,1375.0,13990.0,-70.0
41355,30,2022-05-14 04:25:03.648,681,1.0,19946.0,1372.0,13990.0,-50.0
41357,30,2022-05-14 04:26:03.650,680,1.0,19912.0,1370.0,13990.0,
41359,30,2022-05-14 04:27:19.648,680,1.0,19889.0,1369.0,13990.0,50.0
41361,30,2022-05-14 04:28:19.652,694,1.0,19872.0,1368.0,13990.0,110.0
41363,30,2022-05-14 04:29:27.653,679,1.0,19866.0,1367.0,13990.0,190.0
41365,30,2022-05-14 04:30:35.651,680,1.0,19872.0,1366.0,13990.0,270.0
41367,30,2022-05-14 04:31:35.650,681,1.0,19882.0,1365.0,13990.0,330.0
41370,30,2022-05-14 04:32:47.651,679,1.0,1990.0,1365.0,13990.0,430.0
41372,30,2022-05-14 04:33:55.650,681,1.0,19917.0,1364.0,13990.0,510.0
41373,30,2022-05-14 04:34:11.402,12587,1.0,,,,
41375,30,2022-05-14 04:35:07.650,681,1.0,19944.0,1363.0,13990.0,610.0
41377,30,2022-05-14 04:36:15.651,680,1.0,19967.0,1363.0,13990.0,670.0
41379,30,2022-05-14 04:37:27.655,681,1.0,19989.0,1363.0,13990.0,730.0
41381,30,2022-05-14 04:38:39.652,680,1.0,20006.0,1362.0,13990.0,790.0
41383,30,2022-05-14 04:39:51.649,682,1.0,20022.0,1362.0,13990.0,810.0
41385,30,2022-05-14 04:41:03.650,682,1.0,20033.0,1362.0,13990.0,850.0
41387,30,2022-05-14 04:42:15.650,681,1.0,20042.0,1362.0,13990.0,870.0
41389,30,2022-05-14 04:43:27.651,682,1.0,20052.0,1362.0,13990.0,870.0
41391,30,2022-05-14 04:44:35.652,680,1.0,2006.0,1362.0,13990.0,890.0
41393,30,2022-05-14 04:45:43.654,681,1.0,20066.0,1361.0,13990.0,910.0
41395,30,2022-05-14 04:46:43.652,680,1.0,20073.0,1361.0,13990.0,930.0
41397,30,2022-05-14 04:47:51.649,680,1.0,20076.0,1361.0,13990.0,930.0
41399,30,2022-05-14 04:48:59.653,679,1.0,20082.0,1361.0,13990.0,930.0
41401,30,2022-05-14 04:50:07.650,688,1.0,20087.0,1361.0,13990.0,950.0
41404,30,2022-05-14 04:51:19.651,681,1.0,20093.0,1361.0,13990.0,950.0
41406,30,2022-05-14 04:52:31.649,680,1.0,20098.0,1361.0,13990.0,950.0
41407,30,2022-05-14 04:52:51.767,13122,1.0,,,,
41409,30,2022-05-14 04:53:43.651,681,1.0,20104.0,1362.0,13990.0,950.0
41411,30,2022-05-14 04:54:55.650,10427,1.0,20111.0,1362.0,13990.0,950.0
41413,30,2022-05-14 04:56:15.650,682,1.0,20114.0,1362.0,13990.0,970.0
41415,30,2022-05-14 04:57:15.651,681,1.0,20116.0,1362.0,13990.0,970.0
41417,30,2022-05-14 04:58:35.650,681,1.0,20121.0,1362.0,13990.0,970.0
41419,30,2022-05-14 04:59:35.654,724,1.0,20122.0,1362.0,13990.0,970.0
41421,30,2022-05-14 05:00:43.651,681,1.0,20125.0,1362.0,13990.0,970.0
41423,30,2022-05-14 05:01:51.649,681,1.0,20125.0,1362.0,13990.0,970.0
41425,30,2022-05-14 05:02:59.651,1123,1.0,20126.0,1362.0,13990.0,970.0
41427,30,2022-05-14 05:03:59.651,682,1.0,20128.0,1362.0,13990.0,970.0
41429,30,2022-05-14 05:05:07.650,681,1.0,20127.0,1362.0,13990.0,970.0
41431,30,2022-05-14 05:06:15.650,681,1.0,20127.0,1362.0,13990.0,990.0
41433,30,2022-05-14 05:07:23.651,682,1.0,20127.0,1362.0,13990.0,990.0
41435,30,2022-05-14 05:08:35.650,681,1.0,20125.0,1362.0,13990.0,990.0
41438,30,2022-05-14 05:09:43.651,680,1.0,20125.0,1362.0,13990.0,990.0
41440,30,2022-05-14 05:10:51.649,680,1.0,20124.0,1361.0,13990.0,990.0
41441,30,2022-05-14 05:11:04.810,12589,1.0,,,,
41443,30,2022-05-14 05:11:59.650,680,1.0,20122.0,1361.0,13990.0,990.0
41445,30,2022-05-14 05:13:07.651,680,1.0,20123.0,1361.0,13990.0,990.0
41447,30,2022-05-14 05:14:19.652,680,1.0,20123.0,1361.0,13990.0,990.0
41449,30,2022-05-14 05:15:19.651,680,1.0,20123.0,1361.0,13990.0,990.0
41451,30,2022-05-14 05:16:39.651,679,1.0,20122.0,1361.0,13990.0,990.0
41453,30,2022-05-14 05:17:47.648,681,1.0,20118.0,1361.0,13990.0,990.0
41455,30,2022-05-14 05:18:59.650,1125,1.0,20122.0,1361.0,13990.0,990.0
41457,30,2022-05-14 05:19:59.650,682,1.0,20122.0,1361.0,13990.0,990.0
41459,30,2022-05-14 05:21:07.650,681,1.0,20123.0,1361.0,13990.0,990.0
41461,30,2022-05-14 05:22:19.651,680,1.0,20122.0,1361.0,13990.0,990.0
41463,30,2022-05-14 05:23:19.650,680,1.0,20175.0,1365.0,13990.0,980.0
41465,30,2022-05-14 05:24:31.649,681,1.0,20158.0,1364.0,13990.0,980.0
41467,30,2022-05-14 05:25:43.651,682,1.0,20165.0,1364.0,13990.0,980.0
41469,30,2022-05-14 05:26:51.649,681,1.0,20154.0,1364.0,13990.0,980.0
41472,30,2022-05-14 05:27:59.650,682,1.0,2015.0,1364.0,13990.0,980.0
41474,30,2022-05-14 05:29:07.650,684,1.0,20147.0,1364.0,13990.0,970.0
41475,30,2022-05-14 05:29:51.019,12588,1.0,,,,
41477,30,2022-05-14 05:30:19.647,943,0.0,13.0,0.0,0.0,970.0
41479,30,2022-05-14 05:31:31.650,945,0.0,13.0,0.0,0.0,960.0
41481,30,2022-05-14 05:32:31.649,943,0.0,13.0,0.0,0.0,940.0
41483,30,2022-05-14 05:33:43.650,942,0.0,13.0,0.0,0.0,930.0
41485,30,2022-05-14 05:34:43.652,943,0.0,13.0,0.0,0.0,900.0
41487,30,2022-05-14 05:35:43.650,944,0.0,13.0,0.0,0.0,830.0
41489,30,2022-05-14 05:36:43.650,942,0.0,13.0,0.0,0.0,750.0
41491,30,2022-05-14 05:37:43.651,943,0.0,13.0,0.0,0.0,670.0
41493,30,2022-05-14 05:38:43.650,942,0.0,13.0,0.0,0.0,600.0
41495,30,2022-05-14 05:39:43.650,943,0.0,13.0,0.0,0.0,520.0
41497,30,2022-05-14 05:40:43.649,943,0.0,13.0,0.0,0.0,450.0
41499,30,2022-05-14 05:41:43.650,943,0.0,13.0,0.0,0.0,380.0
41501,30,2022-05-14 05:42:43.650,942,0.0,13.0,0.0,0.0,330.0
41503,30,2022-05-14 05:43:43.652,940,0.0,13.0,0.0,0.0,250.0
41505,30,2022-05-14 05:44:43.650,942,0.0,13.0,0.0,0.0,200.0
41507,30,2022-05-14 05:45:43.650,942,0.0,13.0,0.0,0.0,160.0
41509,30,2022-05-14 05:46:43.650,941,0.0,13.0,0.0,0.0,100.0
41511,30,2022-05-14 05:47:43.650,941,0.0,13.0,0.0,0.0,50.0
41513,30,2022-05-14 05:48:43.650,943,0.0,13.0,0.0,0.0,30.0
41515,30,2022-05-14 05:49:43.651,942,0.0,13.0,0.0,0.0,
41517,30,2022-05-14 05:50:43.650,942,0.0,13.0,0.0,0.0,-40.0
41519,30,2022-05-14 05:51:43.650,942,0.0,13.0,0.0,0.0,-60.0
41521,30,2022-05-14 05:52:43.650,942,0.0,13.0,0.0,0.0,-60.0
41523,30,2022-05-14 05:53:43.651,943,0.0,13.0,0.0,0.0,-90.0
41525,30,2022-05-14 05:54:43.651,943,0.0,13.0,0.0,0.0,-90.0
41527,30,2022-05-14 05:55:43.650,942,0.0,13.0,0.0,0.0,-120.0
41529,30,2022-05-14 05:56:43.651,942,0.0,13.0,0.0,0.0,-120.0
41531,30,2022-05-14 05:57:43.650,941,0.0,13.0,0.0,0.0,-140.0
41533,30,2022-05-14 05:58:43.649,943,0.0,13.0,0.0,0.0,-140.0
41535,30,2022-05-14 05:59:43.649,942,0.0,13.0,0.0,0.0,-140.0
41537,30,2022-05-14 06:00:43.651,941,0.0,13.0,0.0,0.0,-140.0
41539,30,2022-05-14 06:01:43.650,942,0.0,13.0,0.0,0.0,-140.0
41541,30,2022-05-14 06:02:43.650,943,0.0,13.0,0.0,0.0,-140.0
41543,30,2022-05-14 06:03:43.651,942,0.0,13.0,0.0,0.0,-140.0
41545,30,2022-05-14 06:04:43.650,942,0.0,13.0,0.0,0.0,-160.0
41547,30,2022-05-14 06:05:43.651,942,0.0,13.0,0.0,0.0,-160.0
41549,30,2022-05-14 06:06:43.650,941,0.0,13.0,0.0,0.0,-160.0
41551,30,2022-05-14 06:07:43.650,942,0.0,13.0,0.0,0.0,-160.0
41553,30,2022-05-14 06:08:43.651,941,0.0,13.0,0.0,0.0,-160.0
41555,30,2022-05-14 06:09:43.651,943,0.0,13.0,0.0,0.0,-160.0
41557,30,2022-05-14 06:10:43.650,941,0.0,13.0,0.0,0.0,-160.0
41559,30,2022-05-14 06:11:43.650,941,0.0,13.0,0.0,0.0,-180.0
41561,30,2022-05-14 06:12:43.650,942,0.0,13.0,0.0,0.0,-180.0
41563,30,2022-05-14 06:13:43.650,943,0.0,13.0,0.0,0.0,-180.0
41565,30,2022-05-14 06:14:43.651,941,0.0,13.0,0.0,0.0,-180.0
41567,30,2022-05-14 06:15:43.650,942,0.0,13.0,0.0,0.0,-180.0
41569,30,2022-05-14 06:16:43.650,942,0.0,13.0,0.0,0.0,-180.0
41571,30,2022-05-14 06:17:43.652,941,0.0,13.0,0.0,0.0,-180.0
41573,30,2022-05-14 06:18:43.651,942,0.0,13.0,0.0,0.0,-180.0
41575,30,2022-05-14 06:19:43.650,942,0.0,13.0,0.0,0.0,-180.0
41577,30,2022-05-14 06:20:43.650,942,0.0,13.0,0.0,0.0,-180.0
41579,30,2022-05-14 06:21:43.649,941,0.0,13.0,0.0,0.0,-180.0
41581,30,2022-05-14 06:22:43.650,943,0.0,13.0,0.0,0.0,-180.0
41583,30,2022-05-14 06:23:43.652,943,0.0,13.0,0.0,0.0,-180.0
41585,30,2022-05-14 06:24:43.650,942,0.0,13.0,0.0,0.0,-180.0
41587,30,2022-05-14 06:25:43.651,942,0.0,13.0,0.0,0.0,-180.0
41589,30,2022-05-14 06:26:43.650,942,0.0,13.0,0.0,0.0,-180.0
41591,30,2022-05-14 06:27:43.650,942,0.0,13.0,0.0,0.0,-180.0
41593,30,2022-05-14 06:28:43.652,942,0.0,13.0,0.0,0.0,-180.0
41595,30,2022-05-14 06:29:43.650,942,0.0,13.0,0.0,0.0,-180.0
41597,30,2022-05-14 06:30:43.650,941,0.0,13.0,0.0,0.0,-180.0
41599,30,2022-05-14 06:31:43.651,942,0.0,13.0,0.0,0.0,-180.0
41601,30,2022-05-14 06:32:43.651,941,0.0,13.0,0.0,0.0,-180.0
41603,30,2022-05-14 06:33:43.650,942,0.0,13.0,0.0,0.0,-160.0
41605,30,2022-05-14 06:34:43.652,941,0.0,13.0,0.0,0.0,-160.0
41607,30,2022-05-14 06:35:43.651,941,0.0,13.0,0.0,0.0,-140.0
41609,30,2022-05-14 06:36:43.650,941,0.0,13.0,0.0,0.0,-140.0
41611,30,2022-05-14 06:37:43.649,942,0.0,13.0,0.0,0.0,-150.0
41613,30,2022-05-14 06:38:51.649,942,0.0,13.0,0.0,0.0,-130.0
41615,30,2022-05-14 06:39:51.649,942,0.0,13.0,0.0,0.0,-130.0
41617,30,2022-05-14 06:40:51.648,942,0.0,13.0,0.0,0.0,-130.0
41619,30,2022-05-14 06:41:51.655,941,0.0,13.0,0.0,0.0,-130.0
41621,30,2022-05-14 06:42:51.649,941,0.0,13.0,0.0,0.0,-130.0
41623,30,2022-05-14 06:43:51.649,679,1.0,20128.0,1379.0,13990.0,-110.0
41624,30,2022-05-14 06:44:18.665,12590,1.0,,,,
41626,30,2022-05-14 06:45:03.650,680,1.0,19978.0,1373.0,13990.0,-50.0
41628,30,2022-05-14 06:46:15.651,680,1.0,19922.0,1371.0,13990.0,
41630,30,2022-05-14 06:47:27.651,680,1.0,19888.0,1369.0,13990.0,50.0
41632,30,2022-05-14 06:48:39.651,679,1.0,1987.0,1368.0,13990.0,110.0
41634,30,2022-05-14 06:49:51.649,679,1.0,19864.0,1367.0,13990.0,190.0
41636,30,2022-05-14 06:51:03.651,680,1.0,19869.0,1366.0,13990.0,270.0
41638,30,2022-05-14 06:52:15.652,679,1.0,19877.0,1365.0,13990.0,350.0
41640,30,2022-05-14 06:53:35.649,680,1.0,19898.0,1364.0,13990.0,450.0
41642,30,2022-05-14 06:54:47.650,682,1.0,19923.0,1364.0,13990.0,550.0
41644,30,2022-05-14 06:55:47.650,13304,1.0,19947.0,1363.0,13990.0,630.0
41646,30,2022-05-14 06:57:11.650,680,1.0,19976.0,1363.0,13990.0,710.0
41648,30,2022-05-14 06:58:23.651,679,1.0,19997.0,1363.0,13990.0,750.0
41651,30,2022-05-14 06:59:31.648,681,1.0,2001.0,1362.0,13990.0,790.0
41653,30,2022-05-14 07:00:43.651,682,1.0,20024.0,1362.0,13990.0,830.0
41654,30,2022-05-14 07:00:44.277,12652,1.0,,,,
41656,30,2022-05-14 07:01:51.649,681,1.0,20037.0,1362.0,13990.0,850.0
41658,30,2022-05-14 07:03:03.650,682,1.0,20047.0,1362.0,13990.0,870.0
41660,30,2022-05-14 07:04:11.649,681,1.0,20058.0,1362.0,13990.0,870.0
41662,30,2022-05-14 07:05:31.649,681,1.0,20068.0,1362.0,13990.0,890.0
41664,30,2022-05-14 07:06:43.650,682,1.0,20076.0,1362.0,13990.0,910.0
41666,30,2022-05-14 07:07:51.648,682,1.0,20081.0,1362.0,13990.0,930.0
41668,30,2022-05-14 07:08:59.651,681,1.0,20091.0,1362.0,13990.0,930.0
41670,30,2022-05-14 07:09:59.650,681,1.0,20098.0,1362.0,13990.0,950.0
41672,30,2022-05-14 07:11:15.651,681,1.0,20103.0,1362.0,13990.0,950.0
41674,30,2022-05-14 07:12:27.650,682,1.0,20106.0,1362.0,13990.0,950.0
41676,30,2022-05-14 07:13:47.650,682,1.0,20109.0,1362.0,13990.0,950.0
41679,30,2022-05-14 07:14:55.650,681,1.0,20113.0,1362.0,13990.0,950.0
41681,30,2022-05-14 07:16:07.652,681,1.0,20116.0,1362.0,13990.0,950.0
41682,30,2022-05-14 07:16:54.450,12593,1.0,,,,
41684,30,2022-05-14 07:17:19.650,682,1.0,20118.0,1362.0,13990.0,970.0
41686,30,2022-05-14 07:18:19.650,705,1.0,2012.0,1362.0,13990.0,970.0
41688,30,2022-05-14 07:19:31.649,791,1.0,20122.0,1362.0,13990.0,970.0
41690,30,2022-05-14 07:20:39.651,681,1.0,20126.0,1362.0,13990.0,970.0
41692,30,2022-05-14 07:21:51.649,681,1.0,20127.0,1362.0,13990.0,970.0
41694,30,2022-05-14 07:23:03.648,11630,1.0,20127.0,1362.0,13990.0,970.0
41696,30,2022-05-14 07:24:23.652,681,1.0,20127.0,1362.0,13990.0,970.0
41698,30,2022-05-14 07:25:31.653,681,1.0,20128.0,1362.0,13990.0,970.0
41700,30,2022-05-14 07:26:39.650,681,1.0,20129.0,1362.0,13990.0,990.0
41702,30,2022-05-14 07:27:47.650,680,1.0,2013.0,1362.0,13990.0,990.0
41704,30,2022-05-14 07:28:59.650,681,1.0,2013.0,1362.0,13990.0,990.0
41706,30,2022-05-14 07:30:11.649,682,1.0,2013.0,1362.0,13990.0,990.0
41708,30,2022-05-14 07:31:11.649,682,1.0,20134.0,1362.0,13990.0,990.0
41710,30,2022-05-14 07:32:23.650,681,1.0,20133.0,1362.0,13990.0,990.0
41713,30,2022-05-14 07:33:35.650,681,1.0,20133.0,1362.0,13990.0,990.0
41715,30,2022-05-14 07:34:43.650,681,1.0,20131.0,1362.0,13990.0,990.0
41716,30,2022-05-14 07:35:07.912,12978,1.0,,,,
41718,30,2022-05-14 07:35:55.650,681,1.0,20133.0,1362.0,13990.0,990.0
41720,30,2022-05-14 07:37:03.651,681,1.0,20133.0,1362.0,13990.0,990.0
41722,30,2022-05-14 07:38:23.650,681,1.0,20134.0,1362.0,13990.0,990.0
41724,30,2022-05-14 07:39:23.653,682,1.0,20133.0,1362.0,13990.0,990.0
41726,30,2022-05-14 07:40:31.649,681,1.0,20131.0,1362.0,13990.0,990.0
41728,30,2022-05-14 07:41:43.649,682,1.0,20135.0,1362.0,13990.0,990.0
41730,30,2022-05-14 07:42:43.649,11599,1.0,20132.0,1362.0,13990.0,990.0
41732,30,2022-05-14 07:43:51.649,680,1.0,20177.0,1365.0,13990.0,980.0
41734,30,2022-05-14 07:44:59.650,681,1.0,20164.0,1365.0,13990.0,970.0
41736,30,2022-05-14 07:46:07.650,682,1.0,20161.0,1364.0,13990.0,970.0
41738,30,2022-05-14 07:47:07.652,684,1.0,20163.0,1365.0,13990.0,970.0
41740,30,2022-05-14 07:48:07.651,680,1.0,20163.0,1365.0,13990.0,970.0
41742,30,2022-05-14 07:49:19.654,681,1.0,20154.0,1364.0,13990.0,970.0
41744,30,2022-05-14 07:50:39.650,942,0.0,13.0,0.0,0.0,960.0
41746,30,2022-05-14 07:51:39.650,985,0.0,13.0,0.0,0.0,960.0
41748,30,2022-05-14 07:52:39.650,943,0.0,13.0,0.0,0.0,960.0
41750,30,2022-05-14 07:53:47.650,942,0.0,13.0,0.0,0.0,930.0
41752,30,2022-05-14 07:54:47.652,942,0.0,13.0,0.0,0.0,890.0
41754,30,2022-05-14 07:55:47.650,942,0.0,13.0,0.0,0.0,850.0
41756,30,2022-05-14 07:56:47.649,943,0.0,13.0,0.0,0.0,760.0
41758,30,2022-05-14 07:57:47.650,942,0.0,13.0,0.0,0.0,680.0
41760,30,2022-05-14 07:58:47.649,943,0.0,13.0,0.0,0.0,600.0
41762,30,2022-05-14 07:59:47.652,941,0.0,13.0,0.0,0.0,530.0
41764,30,2022-05-14 08:00:47.650,941,0.0,13.0,0.0,0.0,450.0
41766,30,2022-05-14 08:01:47.649,942,0.0,13.0,0.0,0.0,390.0
41768,30,2022-05-14 08:02:47.649,941,0.0,13.0,0.0,0.0,330.0
41770,30,2022-05-14 08:03:47.651,942,0.0,13.0,0.0,0.0,270.0
41772,30,2022-05-14 08:04:47.652,941,0.0,13.0,0.0,0.0,220.0
41774,30,2022-05-14 08:05:47.649,942,0.0,13.0,0.0,0.0,160.0
41776,30,2022-05-14 08:06:47.650,942,0.0,13.0,0.0,0.0,110.0
41778,30,2022-05-14 08:07:47.650,943,0.0,13.0,0.0,0.0,50.0
41780,30,2022-05-14 08:08:47.650,941,0.0,13.0,0.0,0.0,30.0
41782,30,2022-05-14 08:09:47.650,941,0.0,13.0,0.0,0.0,
41784,30,2022-05-14 08:10:47.650,943,0.0,13.0,0.0,0.0,-20.0
41786,30,2022-05-14 08:11:47.650,941,0.0,13.0,0.0,0.0,-50.0
41788,30,2022-05-14 08:12:47.651,941,0.0,13.0,0.0,0.0,-70.0
41790,30,2022-05-14 08:13:47.650,942,0.0,13.0,0.0,0.0,-70.0
41792,30,2022-05-14 08:14:47.650,941,0.0,13.0,0.0,0.0,-100.0
41794,30,2022-05-14 08:15:47.650,942,0.0,13.0,0.0,0.0,-100.0
41796,30,2022-05-14 08:16:47.650,940,0.0,13.0,0.0,0.0,-130.0
41798,30,2022-05-14 08:17:47.650,941,0.0,13.0,0.0,0.0,-130.0
41800,30,2022-05-14 08:18:47.650,941,0.0,13.0,0.0,0.0,-130.0
41802,30,2022-05-14 08:19:47.650,940,0.0,13.0,0.0,0.0,-150.0
41804,30,2022-05-14 08:20:47.651,943,0.0,13.0,0.0,0.0,-150.0
41806,30,2022-05-14 08:21:47.650,943,0.0,13.0,0.0,0.0,-150.0
41808,30,2022-05-14 08:22:47.648,941,0.0,13.0,0.0,0.0,-150.0
41810,30,2022-05-14 08:23:47.650,948,0.0,13.0,0.0,0.0,-150.0
41812,30,2022-05-14 08:24:47.650,941,0.0,13.0,0.0,0.0,-150.0
41814,30,2022-05-14 08:25:47.650,942,0.0,13.0,0.0,0.0,-150.0
41816,30,2022-05-14 08:26:47.650,944,0.0,13.0,0.0,0.0,-150.0
41818,30,2022-05-14 08:27:47.650,941,0.0,13.0,0.0,0.0,-150.0
41820,30,2022-05-14 08:28:47.650,942,0.0,13.0,0.0,0.0,-150.0
41822,30,2022-05-14 08:29:47.650,941,0.0,13.0,0.0,0.0,-170.0
41824,30,2022-05-14 08:30:47.650,942,0.0,13.0,0.0,0.0,-170.0
41826,30,2022-05-14 08:31:47.652,941,0.0,13.0,0.0,0.0,-170.0
41828,30,2022-05-14 08:32:47.651,941,0.0,13.0,0.0,0.0,-170.0
41830,30,2022-05-14 08:33:47.650,941,0.0,13.0,0.0,0.0,-170.0
41832,30,2022-05-14 08:34:47.650,942,0.0,13.0,0.0,0.0,-170.0
41834,30,2022-05-14 08:35:47.650,941,0.0,13.0,0.0,0.0,-170.0
41836,30,2022-05-14 08:36:47.650,948,0.0,13.0,0.0,0.0,-170.0
41838,30,2022-05-14 08:37:47.650,941,0.0,13.0,0.0,0.0,-170.0
41840,30,2022-05-14 08:38:47.651,941,0.0,13.0,0.0,0.0,-170.0
41842,30,2022-05-14 08:39:47.651,942,0.0,13.0,0.0,0.0,-170.0
41844,30,2022-05-14 08:40:47.652,942,0.0,13.0,0.0,0.0,-170.0
41846,30,2022-05-14 08:41:47.650,940,0.0,13.0,0.0,0.0,-170.0
41848,30,2022-05-14 08:42:47.650,943,0.0,13.0,0.0,0.0,-170.0
41850,30,2022-05-14 08:43:47.650,943,0.0,13.0,0.0,0.0,-170.0
41852,30,2022-05-14 08:44:47.650,942,0.0,13.0,0.0,0.0,-170.0
41854,30,2022-05-14 08:45:47.650,943,0.0,13.0,0.0,0.0,-170.0
41856,30,2022-05-14 08:46:47.651,941,0.0,13.0,0.0,0.0,-170.0
41858,30,2022-05-14 08:47:47.650,941,0.0,13.0,0.0,0.0,-170.0
41860,30,2022-05-14 08:48:47.650,943,0.0,13.0,0.0,0.0,-170.0
41862,30,2022-05-14 08:49:47.650,942,0.0,13.0,0.0,0.0,-170.0
41864,30,2022-05-14 08:50:47.650,941,0.0,13.0,0.0,0.0,-170.0
41866,30,2022-05-14 08:51:47.650,941,0.0,13.0,0.0,0.0,-170.0
41868,30,2022-05-14 08:52:47.650,942,0.0,13.0,0.0,0.0,-170.0
41870,30,2022-05-14 08:53:47.650,942,0.0,13.0,0.0,0.0,-150.0
41872,30,2022-05-14 08:54:47.651,941,0.0,13.0,0.0,0.0,-150.0
